Date,9:30 Open,9:30 Close,9:45 Close,10:30 Close,Gap %,Gap Bucket,Direction,VWAP Pos,Rev Prob,Trade,Entry,Exit_945,Price Chg_945,Price Chg %_945,Result_945,Exit_1030,Price Chg_1030,Price Chg %_1030,Result_1030
2024-02-07,$496.29,$495.56,$495.89,$497.51,0.50%,Large,Bear,Below VWAP,0.57,CALL,$495.56,$495.89,$+0.33,+0.07%,WIN,$497.51,$+1.95,+0.39%,WIN
2024-02-08,$498.10,$497.86,$498.00,$497.70,0.07%,Small,Bear,Below VWAP,0.56,CALL,$497.86,$498.00,$+0.14,+0.03%,WIN,$497.70,$-0.16,-0.03%,LOSS
2024-02-09,$498.84,$499.20,$499.50,$499.81,0.16%,Small,Bull,Below VWAP,0.00,CALL,$499.20,$499.50,$+0.30,+0.06%,WIN,$499.81,$+0.61,+0.12%,WIN
2024-02-12,$501.17,$501.34,$501.43,$501.67,0.03%,Small,Bull,Above VWAP,0.50,SKIP,$501.34,$501.43,$+0.09,+0.02%,N/A,$501.67,$+0.33,+0.07%,N/A
2024-02-13,$494.53,$494.27,$493.82,$495.13,-1.13%,Large,Bear,Below VWAP,0.57,CALL,$494.27,$493.82,$-0.45,-0.09%,LOSS,$495.13,$+0.86,+0.17%,WIN
2024-02-14,$496.79,$496.67,$496.88,$496.91,0.51%,Large,Bear,Above VWAP,0.58,CALL,$496.67,$496.88,$+0.21,+0.04%,WIN,$496.91,$+0.24,+0.05%,WIN
2024-02-15,$499.29,$499.62,$499.65,$499.59,0.13%,Small,Bull,Below VWAP,0.00,CALL,$499.62,$499.65,$+0.03,+0.01%,WIN,$499.59,$-0.03,-0.01%,LOSS
2024-02-16,$501.70,$500.84,$499.66,$500.74,0.02%,Small,Bear,Below VWAP,0.56,CALL,$500.84,$499.66,$-1.18,-0.24%,LOSS,$500.74,$-0.10,-0.02%,LOSS
2024-02-20,$497.72,$496.71,$496.68,$496.25,-0.13%,Small,Bear,Below VWAP,0.56,CALL,$496.71,$496.68,$-0.03,-0.01%,LOSS,$496.25,$-0.46,-0.09%,LOSS
2024-02-21,$495.42,$495.19,$495.26,$495.17,-0.13%,Small,Bear,Below VWAP,0.56,CALL,$495.19,$495.26,$+0.07,+0.01%,WIN,$495.17,$-0.02,-0.00%,LOSS
2024-02-22,$504.01,$503.67,$504.99,$504.94,0.62%,Large,Bear,Above VWAP,0.58,CALL,$503.67,$504.99,$+1.32,+0.26%,WIN,$504.94,$+1.27,+0.25%,WIN
2024-02-23,$509.27,$510.08,$509.74,$508.85,0.38%,Medium,Bull,Above VWAP,0.44,SKIP,$510.08,$509.74,$-0.34,-0.07%,N/A,$508.85,$-1.23,-0.24%,N/A
2024-02-26,$508.30,$508.16,$508.21,$507.88,0.25%,Medium,Bear,Below VWAP,0.49,SKIP,$508.16,$508.21,$+0.05,+0.01%,N/A,$507.88,$-0.29,-0.06%,N/A
2024-02-27,$506.70,$505.77,$506.12,$505.72,0.19%,Small,Bear,Below VWAP,0.56,CALL,$505.77,$506.12,$+0.35,+0.07%,WIN,$505.72,$-0.05,-0.01%,LOSS
2024-02-28,$505.33,$505.65,$505.33,$506.12,-0.27%,Medium,Bull,Above VWAP,0.44,SKIP,$505.65,$505.33,$-0.32,-0.06%,N/A,$506.12,$+0.48,+0.09%,N/A
2024-02-29,$508.07,$508.44,$508.49,$507.21,0.45%,Medium,Bull,Above VWAP,0.44,SKIP,$508.44,$508.49,$+0.05,+0.01%,N/A,$507.21,$-1.23,-0.24%,N/A
2024-03-01,$508.98,$509.07,$509.08,$510.22,0.08%,Small,Bull,Above VWAP,0.50,SKIP,$509.07,$509.08,$+0.01,+0.00%,N/A,$510.22,$+1.15,+0.23%,N/A
2024-03-04,$512.03,$512.39,$512.50,$512.84,0.00%,Small,Bull,Above VWAP,0.50,SKIP,$512.39,$512.50,$+0.12,+0.02%,N/A,$512.84,$+0.45,+0.09%,N/A
2024-03-05,$510.24,$509.91,$509.66,$507.89,-0.26%,Medium,Bear,Below VWAP,0.49,SKIP,$509.91,$509.66,$-0.25,-0.05%,N/A,$507.89,$-2.02,-0.40%,N/A
2024-03-06,$510.55,$510.15,$509.91,$509.65,0.71%,Large,Bear,Above VWAP,0.58,CALL,$510.15,$509.91,$-0.24,-0.05%,LOSS,$509.65,$-0.50,-0.10%,LOSS
2024-03-07,$513.14,$512.78,$513.41,$514.67,0.82%,Large,Bear,Below VWAP,0.57,CALL,$512.78,$513.41,$+0.63,+0.12%,WIN,$514.67,$+1.89,+0.37%,WIN
2024-03-08,$515.46,$516.55,$517.76,$517.67,0.11%,Small,Bull,Above VWAP,0.50,SKIP,$516.55,$517.76,$+1.21,+0.23%,N/A,$517.67,$+1.12,+0.22%,N/A
2024-03-11,$510.48,$510.56,$509.43,$509.45,-0.23%,Medium,Bull,Above VWAP,0.44,SKIP,$510.56,$509.43,$-1.13,-0.22%,N/A,$509.45,$-1.11,-0.22%,N/A
2024-03-12,$513.45,$511.39,$513.44,$515.77,0.15%,Small,Bear,Below VWAP,0.56,CALL,$511.39,$513.44,$+2.05,+0.40%,WIN,$515.77,$+4.38,+0.86%,WIN
2024-03-13,$517.11,$516.18,$516.08,$516.73,0.02%,Small,Bear,Below VWAP,0.56,CALL,$516.18,$516.08,$-0.10,-0.02%,LOSS,$516.73,$+0.55,+0.11%,WIN
2024-03-14,$516.97,$516.74,$513.98,$514.65,0.08%,Small,Bear,Below VWAP,0.56,CALL,$516.74,$513.98,$-2.76,-0.53%,LOSS,$514.65,$-2.09,-0.40%,LOSS
2024-03-15,$510.21,$509.81,$509.84,$510.98,-0.79%,Large,Bear,Below VWAP,0.57,CALL,$509.81,$509.84,$+0.03,+0.01%,WIN,$510.98,$+1.17,+0.23%,WIN
2024-03-18,$514.00,$514.38,$513.84,$514.95,0.83%,Large,Bull,Above VWAP,0.41,SKIP,$514.38,$513.84,$-0.54,-0.11%,N/A,$514.95,$+0.57,+0.11%,N/A
2024-03-19,$512.15,$511.37,$511.69,$512.31,-0.06%,Small,Bear,Below VWAP,0.56,CALL,$511.37,$511.69,$+0.32,+0.06%,WIN,$512.31,$+0.94,+0.18%,WIN
2024-03-20,$515.77,$515.32,$515.43,$515.69,0.06%,Small,Bear,Below VWAP,0.56,CALL,$515.32,$515.43,$+0.11,+0.02%,WIN,$515.69,$+0.37,+0.07%,WIN
2024-03-21,$523.39,$523.52,$523.43,$523.85,0.29%,Medium,Bull,Above VWAP,0.44,SKIP,$523.52,$523.43,$-0.09,-0.02%,N/A,$523.85,$+0.33,+0.06%,N/A
2024-03-22,$522.11,$521.75,$521.77,$521.20,-0.14%,Small,Bear,Below VWAP,0.56,CALL,$521.75,$521.77,$+0.02,+0.00%,WIN,$521.20,$-0.55,-0.11%,LOSS
2024-03-25,$519.80,$519.74,$520.30,$520.42,-0.18%,Small,Bear,Below VWAP,0.56,CALL,$519.74,$520.30,$+0.56,+0.11%,WIN,$520.42,$+0.68,+0.13%,WIN
2024-03-26,$521.23,$521.15,$521.25,$521.10,0.15%,Small,Bear,Below VWAP,0.56,CALL,$521.15,$521.25,$+0.10,+0.02%,WIN,$521.10,$-0.05,-0.01%,LOSS
2024-03-27,$521.71,$521.44,$520.89,$519.93,0.38%,Medium,Bear,Above VWAP,0.50,SKIP,$521.44,$520.89,$-0.55,-0.11%,N/A,$519.93,$-1.51,-0.29%,N/A
2024-03-28,$523.21,$523.25,$523.24,$523.42,0.15%,Small,Bull,Above VWAP,0.50,SKIP,$523.25,$523.24,$-0.01,-0.00%,N/A,$523.42,$+0.17,+0.03%,N/A
2024-04-01,$523.83,$524.21,$524.10,$522.57,0.17%,Small,Bull,Above VWAP,0.50,SKIP,$524.21,$524.10,$-0.11,-0.02%,N/A,$522.57,$-1.64,-0.31%,N/A
2024-04-02,$518.24,$517.47,$517.60,$517.41,-0.66%,Large,Bear,Below VWAP,0.57,CALL,$517.47,$517.60,$+0.13,+0.03%,WIN,$517.41,$-0.06,-0.01%,LOSS
2024-04-03,$517.72,$518.32,$518.39,$520.48,-0.19%,Small,Bull,Above VWAP,0.50,SKIP,$518.32,$518.39,$+0.07,+0.01%,N/A,$520.48,$+2.17,+0.42%,N/A
2024-04-04,$523.52,$523.14,$522.84,$522.92,0.54%,Large,Bear,Above VWAP,0.58,CALL,$523.14,$522.84,$-0.30,-0.06%,LOSS,$522.92,$-0.22,-0.04%,LOSS
2024-04-05,$514.46,$515.38,$515.92,$516.21,0.21%,Medium,Bull,Above VWAP,0.44,SKIP,$515.38,$515.92,$+0.54,+0.11%,N/A,$516.21,$+0.83,+0.16%,N/A
2024-04-08,$519.15,$518.68,$518.83,$519.73,0.12%,Small,Bear,Below VWAP,0.56,CALL,$518.68,$518.83,$+0.15,+0.03%,WIN,$519.73,$+1.05,+0.20%,WIN
2024-04-09,$520.50,$519.84,$518.88,$514.84,0.33%,Medium,Bear,Below VWAP,0.49,SKIP,$519.84,$518.88,$-0.96,-0.18%,N/A,$514.84,$-5.00,-0.96%,N/A
2024-04-10,$513.48,$514.05,$513.99,$515.26,-1.17%,Large,Bull,Above VWAP,0.41,SKIP,$514.05,$513.99,$-0.07,-0.01%,N/A,$515.26,$+1.21,+0.24%,N/A
2024-04-11,$515.68,$514.37,$514.61,$513.44,0.48%,Medium,Bear,Below VWAP,0.49,SKIP,$514.37,$514.61,$+0.25,+0.05%,N/A,$513.44,$-0.92,-0.18%,N/A
2024-04-12,$514.37,$515.17,$515.34,$512.84,-0.75%,Large,Bull,Above VWAP,0.41,SKIP,$515.17,$515.34,$+0.17,+0.03%,N/A,$512.84,$-2.33,-0.45%,N/A
2024-04-15,$515.13,$515.04,$514.89,$512.09,1.01%,Large,Bear,Above VWAP,0.58,CALL,$515.04,$514.89,$-0.15,-0.03%,LOSS,$512.09,$-2.95,-0.57%,LOSS
2024-04-16,$504.94,$503.89,$504.44,$503.25,0.09%,Small,Bear,Below VWAP,0.56,CALL,$503.89,$504.44,$+0.55,+0.11%,WIN,$503.25,$-0.64,-0.13%,LOSS
2024-04-17,$506.05,$505.95,$505.29,$503.82,0.23%,Medium,Bear,Above VWAP,0.50,SKIP,$505.95,$505.29,$-0.66,-0.13%,N/A,$503.82,$-2.13,-0.42%,N/A
2024-04-18,$501.98,$500.35,$501.18,$503.00,0.18%,Small,Bear,Below VWAP,0.56,CALL,$500.35,$501.18,$+0.83,+0.17%,WIN,$503.00,$+2.65,+0.53%,WIN
2024-04-19,$499.44,$500.01,$499.64,$498.66,0.15%,Small,Bull,Above VWAP,0.50,SKIP,$500.01,$499.64,$-0.37,-0.07%,N/A,$498.66,$-1.35,-0.27%,N/A
2024-04-22,$497.83,$497.29,$497.59,$496.90,0.63%,Large,Bear,Below VWAP,0.57,CALL,$497.29,$497.59,$+0.30,+0.06%,WIN,$496.90,$-0.39,-0.08%,LOSS
2024-04-23,$501.78,$501.94,$503.07,$504.65,0.49%,Medium,Bull,Above VWAP,0.44,SKIP,$501.94,$503.07,$+1.13,+0.23%,N/A,$504.65,$+2.71,+0.54%,N/A
2024-04-24,$506.56,$506.96,$506.25,$505.43,0.03%,Small,Bull,Above VWAP,0.50,SKIP,$506.96,$506.25,$-0.71,-0.14%,N/A,$505.43,$-1.53,-0.30%,N/A
2024-04-25,$499.18,$499.15,$498.20,$498.97,-0.65%,Large,Bear,Below VWAP,0.57,CALL,$499.15,$498.20,$-0.95,-0.19%,LOSS,$498.97,$-0.18,-0.04%,LOSS
2024-04-26,$506.35,$506.90,$507.84,$508.31,-0.15%,Small,Bull,Below VWAP,0.00,CALL,$506.90,$507.84,$+0.94,+0.19%,WIN,$508.31,$+1.41,+0.28%,WIN
2024-04-29,$510.09,$509.29,$509.58,$510.02,0.28%,Medium,Bear,Below VWAP,0.49,SKIP,$509.29,$509.58,$+0.29,+0.06%,N/A,$510.02,$+0.73,+0.14%,N/A
2024-04-30,$508.56,$509.42,$509.13,$508.98,-0.25%,Medium,Bull,Above VWAP,0.44,SKIP,$509.42,$509.13,$-0.29,-0.06%,N/A,$508.98,$-0.44,-0.09%,N/A
2024-05-01,$501.38,$501.00,$500.81,$501.04,0.02%,Small,Bear,Below VWAP,0.56,CALL,$501.00,$500.81,$-0.19,-0.04%,LOSS,$501.04,$+0.05,+0.01%,WIN
2024-05-02,$504.15,$502.47,$501.99,$501.04,0.37%,Medium,Bear,Below VWAP,0.49,SKIP,$502.47,$501.99,$-0.48,-0.10%,N/A,$501.04,$-1.43,-0.28%,N/A
2024-05-03,$511.16,$511.05,$511.57,$510.27,0.92%,Large,Bear,Above VWAP,0.58,CALL,$511.05,$511.57,$+0.52,+0.10%,WIN,$510.27,$-0.78,-0.15%,LOSS
2024-05-06,$513.75,$514.19,$514.21,$514.41,0.28%,Medium,Bull,Above VWAP,0.44,SKIP,$514.19,$514.21,$+0.01,+0.00%,N/A,$514.41,$+0.22,+0.04%,N/A
2024-05-07,$517.56,$517.53,$517.18,$517.30,0.21%,Medium,Bear,Above VWAP,0.50,SKIP,$517.53,$517.18,$-0.35,-0.07%,N/A,$517.30,$-0.23,-0.04%,N/A
2024-05-08,$515.26,$515.86,$516.51,$517.13,-0.40%,Medium,Bull,Above VWAP,0.44,SKIP,$515.86,$516.51,$+0.65,+0.13%,N/A,$517.13,$+1.27,+0.25%,N/A
2024-05-09,$517.38,$517.00,$517.58,$518.92,0.08%,Small,Bear,Below VWAP,0.56,CALL,$517.00,$517.58,$+0.59,+0.11%,WIN,$518.92,$+1.93,+0.37%,WIN
2024-05-10,$521.81,$522.26,$522.42,$521.13,0.24%,Medium,Bull,Above VWAP,0.44,SKIP,$522.26,$522.42,$+0.16,+0.03%,N/A,$521.13,$-1.13,-0.22%,N/A
2024-05-13,$522.56,$521.42,$521.70,$521.31,0.51%,Large,Bear,Below VWAP,0.57,CALL,$521.42,$521.70,$+0.28,+0.05%,WIN,$521.31,$-0.11,-0.02%,LOSS
2024-05-14,$521.11,$521.53,$521.30,$521.13,0.06%,Small,Bull,Above VWAP,0.50,SKIP,$521.53,$521.30,$-0.23,-0.04%,N/A,$521.13,$-0.40,-0.08%,N/A
2024-05-15,$525.83,$526.18,$525.67,$527.18,0.43%,Medium,Bull,Above VWAP,0.44,SKIP,$526.18,$525.67,$-0.51,-0.10%,N/A,$527.18,$+1.00,+0.19%,N/A
2024-05-16,$529.88,$530.03,$530.22,$530.91,-0.06%,Small,Bull,Below VWAP,0.00,CALL,$530.03,$530.22,$+0.19,+0.04%,WIN,$530.91,$+0.88,+0.17%,WIN
2024-05-17,$528.81,$528.55,$528.75,$529.21,0.02%,Small,Bear,Below VWAP,0.56,CALL,$528.55,$528.75,$+0.20,+0.04%,WIN,$529.21,$+0.66,+0.13%,WIN
2024-05-20,$529.57,$530.16,$531.17,$531.26,-0.01%,Small,Bull,Above VWAP,0.50,SKIP,$530.16,$531.17,$+1.01,+0.19%,N/A,$531.26,$+1.11,+0.21%,N/A
2024-05-21,$529.28,$529.68,$529.52,$530.39,-0.12%,Small,Bull,Above VWAP,0.50,SKIP,$529.68,$529.52,$-0.16,-0.03%,N/A,$530.39,$+0.71,+0.13%,N/A
2024-05-22,$530.65,$531.05,$531.15,$530.87,-0.14%,Small,Bull,Above VWAP,0.50,SKIP,$531.05,$531.15,$+0.10,+0.02%,N/A,$530.87,$-0.18,-0.03%,N/A
2024-05-23,$532.96,$531.77,$529.96,$530.36,0.37%,Medium,Bear,Below VWAP,0.49,SKIP,$531.77,$529.96,$-1.81,-0.34%,N/A,$530.36,$-1.41,-0.27%,N/A
2024-05-24,$527.85,$527.92,$527.20,$527.95,0.33%,Medium,Bull,Above VWAP,0.44,SKIP,$527.92,$527.20,$-0.72,-0.14%,N/A,$527.95,$+0.03,+0.01%,N/A
2024-05-28,$530.27,$529.92,$529.36,$529.76,0.17%,Small,Bear,Below VWAP,0.56,CALL,$529.92,$529.36,$-0.56,-0.11%,LOSS,$529.76,$-0.15,-0.03%,LOSS
2024-05-29,$525.68,$525.51,$526.21,$526.93,-0.68%,Large,Bear,Below VWAP,0.57,CALL,$525.51,$526.21,$+0.69,+0.13%,WIN,$526.93,$+1.41,+0.27%,WIN
2024-05-30,$524.52,$524.38,$524.59,$523.40,0.08%,Small,Bear,Above VWAP,0.54,SKIP,$524.38,$524.59,$+0.21,+0.04%,N/A,$523.40,$-0.98,-0.19%,N/A
2024-05-31,$523.59,$524.62,$523.15,$520.47,0.34%,Medium,Bull,Above VWAP,0.44,SKIP,$524.62,$523.15,$-1.47,-0.28%,N/A,$520.47,$-4.15,-0.79%,N/A
2024-06-03,$529.02,$528.67,$527.92,$527.34,0.15%,Small,Bear,Below VWAP,0.56,CALL,$528.67,$527.92,$-0.75,-0.14%,LOSS,$527.34,$-1.33,-0.25%,LOSS
2024-06-04,$526.46,$526.41,$526.49,$527.19,-0.20%,Medium,Bear,Above VWAP,0.50,SKIP,$526.41,$526.49,$+0.08,+0.02%,N/A,$527.19,$+0.78,+0.15%,N/A
2024-06-05,$530.77,$530.23,$530.08,$530.62,0.32%,Medium,Bear,Above VWAP,0.50,SKIP,$530.23,$530.08,$-0.15,-0.03%,N/A,$530.62,$+0.39,+0.07%,N/A
2024-06-06,$534.98,$535.40,$534.35,$534.86,0.00%,Small,Bull,Above VWAP,0.50,SKIP,$535.40,$534.35,$-1.05,-0.20%,N/A,$534.86,$-0.54,-0.10%,N/A
2024-06-07,$533.66,$533.74,$534.04,$535.97,-0.16%,Small,Bull,Above VWAP,0.50,SKIP,$533.74,$534.04,$+0.30,+0.06%,N/A,$535.97,$+2.24,+0.42%,N/A
2024-06-10,$533.18,$532.85,$533.09,$533.54,-0.03%,Small,Bear,Below VWAP,0.56,CALL,$532.85,$533.09,$+0.24,+0.05%,WIN,$533.54,$+0.69,+0.13%,WIN
2024-06-11,$534.07,$533.21,$532.76,$534.27,-0.20%,Medium,Bear,Below VWAP,0.49,SKIP,$533.21,$532.76,$-0.45,-0.08%,N/A,$534.27,$+1.06,+0.20%,N/A
2024-06-12,$541.63,$542.67,$542.69,$543.10,0.86%,Large,Bull,Above VWAP,0.41,SKIP,$542.67,$542.69,$+0.02,+0.00%,N/A,$543.10,$+0.42,+0.08%,N/A
2024-06-13,$543.15,$542.62,$541.99,$540.89,0.17%,Small,Bear,Below VWAP,0.56,CALL,$542.62,$541.99,$-0.63,-0.12%,LOSS,$540.89,$-1.73,-0.32%,LOSS
2024-06-14,$540.88,$541.33,$541.53,$540.51,-0.30%,Medium,Bull,Above VWAP,0.44,SKIP,$541.33,$541.53,$+0.20,+0.04%,N/A,$540.51,$-0.82,-0.15%,N/A
2024-06-17,$542.08,$542.18,$542.10,$542.68,-0.14%,Small,Bull,Above VWAP,0.50,SKIP,$542.18,$542.10,$-0.08,-0.01%,N/A,$542.68,$+0.50,+0.09%,N/A
2024-06-18,$547.16,$547.86,$547.53,$547.32,-0.07%,Small,Bull,Above VWAP,0.50,SKIP,$547.86,$547.53,$-0.33,-0.06%,N/A,$547.32,$-0.54,-0.10%,N/A
2024-06-20,$549.44,$549.95,$549.61,$549.02,0.12%,Small,Bull,Above VWAP,0.50,SKIP,$549.95,$549.61,$-0.34,-0.06%,N/A,$549.02,$-0.93,-0.17%,N/A
2024-06-21,$544.40,$543.87,$543.85,$543.98,-0.51%,Large,Bear,Below VWAP,0.57,CALL,$543.87,$543.85,$-0.02,-0.00%,LOSS,$543.98,$+0.11,+0.02%,WIN
2024-06-24,$544.33,$543.90,$545.65,$545.42,-0.01%,Small,Bear,Below VWAP,0.56,CALL,$543.90,$545.65,$+1.75,+0.32%,WIN,$545.42,$+1.51,+0.28%,WIN
2024-06-25,$543.99,$543.67,$543.10,$543.83,0.17%,Small,Bear,Below VWAP,0.56,CALL,$543.67,$543.10,$-0.57,-0.11%,LOSS,$543.83,$+0.16,+0.03%,WIN
2024-06-26,$543.69,$543.64,$544.12,$544.08,-0.18%,Small,Bear,Below VWAP,0.56,CALL,$543.64,$544.12,$+0.48,+0.09%,WIN,$544.08,$+0.44,+0.08%,WIN
2024-06-27,$545.37,$546.66,$546.11,$546.51,0.26%,Medium,Bull,Above VWAP,0.44,SKIP,$546.66,$546.11,$-0.55,-0.10%,N/A,$546.51,$-0.15,-0.03%,N/A
2024-06-28,$547.16,$547.88,$548.05,$549.46,0.01%,Small,Bull,Above VWAP,0.50,SKIP,$547.88,$548.05,$+0.17,+0.03%,N/A,$549.46,$+1.58,+0.29%,N/A
2024-07-01,$545.63,$545.08,$544.77,$543.44,0.09%,Small,Bear,Below VWAP,0.56,CALL,$545.08,$544.77,$-0.31,-0.06%,LOSS,$543.44,$-1.64,-0.30%,LOSS
2024-07-02,$543.70,$545.16,$545.12,$545.30,-0.22%,Medium,Bull,Above VWAP,0.44,SKIP,$545.16,$545.12,$-0.03,-0.01%,N/A,$545.30,$+0.14,+0.03%,N/A
2024-07-03,$548.69,$549.27,$549.58,$549.60,0.08%,Small,Bull,Above VWAP,0.50,SKIP,$549.27,$549.58,$+0.31,+0.06%,N/A,$549.60,$+0.33,+0.06%,N/A
2024-07-05,$551.77,$552.22,$552.53,$552.57,0.11%,Small,Bull,Above VWAP,0.50,SKIP,$552.22,$552.53,$+0.31,+0.06%,N/A,$552.57,$+0.35,+0.06%,N/A
2024-07-08,$555.44,$555.84,$556.02,$555.12,0.24%,Medium,Bull,Above VWAP,0.44,SKIP,$555.84,$556.02,$+0.18,+0.03%,N/A,$555.12,$-0.73,-0.13%,N/A
2024-07-09,$556.26,$556.47,$556.67,$556.64,-0.03%,Small,Bull,Above VWAP,0.50,SKIP,$556.47,$556.67,$+0.20,+0.04%,N/A,$556.64,$+0.17,+0.03%,N/A
2024-07-10,$557.07,$557.01,$557.28,$557.14,0.19%,Small,Bear,Below VWAP,0.56,CALL,$557.01,$557.28,$+0.27,+0.05%,WIN,$557.14,$+0.13,+0.02%,WIN
2024-07-11,$561.44,$561.96,$561.95,$559.16,0.07%,Small,Bull,Above VWAP,0.50,SKIP,$561.96,$561.95,$-0.01,-0.00%,N/A,$559.16,$-2.80,-0.50%,N/A
2024-07-12,$557.63,$557.58,$558.88,$561.06,0.22%,Medium,Bear,Above VWAP,0.50,SKIP,$557.58,$558.88,$+1.30,+0.23%,N/A,$561.06,$+3.48,+0.62%,N/A
2024-07-15,$562.03,$561.87,$561.92,$563.23,0.40%,Medium,Bear,Below VWAP,0.49,SKIP,$561.87,$561.92,$+0.05,+0.01%,N/A,$563.23,$+1.36,+0.24%,N/A
